"tcs_no","main","midblock_route","side_one_route","side_two_route","activation_date","latitude","longitude","count_date","peak_eight_hr_vehicle_volume","peak_eight_hr_pedestrian_volume"
522," JANE ST ",""," ANNETTE ST "," BABY POINT RD ",1950-12-16T00:00:00.0000000,43.65835,-79.48817,2009-10-01T00:00:00.0000000,12477,1232
523," JANE ST ",""," ST JOHNS RD ","",1961-03-08T00:00:00.0000000,43.662,-79.48965,2009-09-28T00:00:00.0000000,10982,378
524," JANE ST ",""," FOXWELL ST "," WOOLNER AVE ",1965-09-22T00:00:00.0000000,43.67169,-79.49374,2018-01-25T00:00:00.0000000,13768,1464
525," JANE ST ",""," ALLIANCE AVE "," PRIVATE ACCESS ",1961-11-10T00:00:00.0000000,43.67623,-79.49565,2018-02-15T00:00:00.0000000,14196,645
526," JANE ST ",""," EAST DR "," OUTLOOK AVE ",1964-09-30T00:00:00.0000000,43.67896,-79.49685,2009-09-28T00:00:00.0000000,14364,441
527," JANE ST ",""," LAMBTON AVE ","",1970-11-26T00:00:00.0000000,43.68111,-79.49772,2010-09-14T00:00:00.0000000,13498,270
528," WESTON RD ",""," JANE ST ","",1958-01-31T00:00:00.0000000,43.69132,-79.50088,2013-04-25T00:00:00.0000000,25124,3481
529," JANE ST ",""," TRETHEWEY DR "," DENISON RD E ",1955-12-08T00:00:00.0000000,43.69761,-79.50237,2011-05-25T00:00:00.0000000,17286,1500
530," JANE ST ",""," MAPLE LEAF DR "," CHURCH ST ",1962-12-12T00:00:00.0000000,43.70926,-79.50555,2011-12-01T00:00:00.0000000,25085,1172
531," JANE ST ",""," FALSTAFF AVE "," GORDON MACKAY RD ",1967-12-14T00:00:00.0000000,43.71544,-79.50715,2012-11-20T00:00:00.0000000,26241,1354
532," WILSON AVE ",""," JANE ST ","",1958-01-31T00:00:00.0000000,43.72091,-79.50861,2016-06-11T00:00:00.0000000,28996,5651
533," SHEPPARD AVE W ",""," JANE ST ","",1964-12-11T00:00:00.0000000,43.73942,-79.51319,2014-03-22T00:00:00.0000000,22149,2188
534," FINCH AVE W ",""," JANE ST ","",1964-12-16T00:00:00.0000000,43.75727,-79.51776,2015-11-26T00:00:00.0000000,31117,6797
535," STEELES AVE W ",""," JANE ST ","",1967-08-24T00:00:00.0000000,43.77549,-79.52168,2015-05-13T00:00:00.0000000,33610,1910
536," DIXON RD ",""," CARLINGVIEW DR ","",1968-01-01T00:00:00.0000000,43.68679,-79.59552,2016-12-05T00:00:00.0000000,20332,512
537," KING ST W ",""," NIAGARA ST ","",1961-01-12T00:00:00.0000000,43.64292,-79.40767,2015-04-02T00:00:00.0000000,11450,2931
538," KING ST W ",""," STRACHAN AVE ","",1941-11-06T00:00:00.0000000,43.64205,-79.41194,2013-12-05T00:00:00.0000000,13533,4681
539," KING ST W ",""," DUFFERIN ST ","",1929-08-20T00:00:00.0000000,43.63897,-79.42736,2016-06-11T00:00:00.0000000,13926,5310
540," KING ST W ",""," JAMESON AVE ","",1956-06-19T00:00:00.0000000,43.63718,-79.43602,2018-01-24T00:00:00.0000000,12167,5191
541," DAVENPORT RD ",""," BELMONT ST "," NEW ST ",1968-02-21T00:00:00.0000000,43.67472,-79.39287,2017-01-19T00:00:00.0000000,15594,1209
542," DUNDAS ST W ",""," DENISON AVE ","",1968-02-20T00:00:00.0000000,43.65204,-79.40227,2009-08-12T00:00:00.0000000,9481,4598
543," QUEEN ST E ",""," BROADVIEW AVE ","",1928-07-17T00:00:00.0000000,43.65889,-79.34982,2014-05-03T00:00:00.0000000,10844,4441
544," QUEEN ST E ",""," LOGAN AVE ","",1953-04-17T00:00:00.0000000,43.6605225,-79.3424759,2010-02-24T00:00:00.0000000,11325,3049
545," QUEEN ST E ",""," CARLAW AVE ","",1948-12-10T00:00:00.0000000,43.66108,-79.34007,2013-04-22T00:00:00.0000000,12361,3128
546," QUEEN ST E ",""," JONES AVE ","",1961-07-17T00:00:00.0000000,43.66269,-79.33279,2010-03-17T00:00:00.0000000,8225,1549
547," QUEEN ST E ",""," LESLIE ST ","",1951-02-15T00:00:00.0000000,43.66327,-79.33021,2013-05-06T00:00:00.0000000,8546,1685
548," QUEEN ST E ",""," WOODBINE AVE ","",1955-10-25T00:00:00.0000000,43.66878,-79.3058,2015-10-24T00:00:00.0000000,17305,2993
549," QUEEN ST E ",""," LEE AVE ","",1951-02-26T00:00:00.0000000,43.6705,-79.298,2011-01-11T00:00:00.0000000,15374,3476
550," QUEEN ST E ",""," WINEVA AVE ","",1956-10-22T00:00:00.0000000,43.67098,-79.29574,2009-01-27T00:00:00.0000000,10618,3167
551," QUEEN ST E ",""," BEECH AVE ","",1955-05-30T00:00:00.0000000,43.67269,-79.28756,2010-07-15T00:00:00.0000000,9048,2129
552," QUEEN ST W ",""," AUGUSTA AVE ","",1956-08-22T00:00:00.0000000,43.64806,-79.39966,2011-07-19T00:00:00.0000000,7737,6250
553," QUEEN ST W ",""," NIAGARA ST ","",1963-07-23T00:00:00.0000000,43.64602,-79.40993,2010-08-11T00:00:00.0000000,7820,1231
554," QUEEN ST W ",""," SHAW ST ","",1948-11-22T00:00:00.0000000,43.64474,-79.41628,2009-08-20T00:00:00.0000000,11185,2755
555," QUEEN ST W ",""," OSSINGTON AVE ","",1960-04-19T00:00:00.0000000,43.6442032,-79.41886,2013-03-14T00:00:00.0000000,11628,4053
556," QUEEN ST W ",""," DOVERCOURT RD ","",1951-02-28T00:00:00.0000000,43.64351,-79.4224,2012-03-14T00:00:00.0000000,10043,1734
557," EGLINTON AVE W "," 40m EAST OF "," FLANDERS RD ","",1995-04-25T00:00:00.0000000,43.69931,-79.4333954,2010-02-25T00:00:00.0000000,17549,344
559," QUEEN ST W ",""," KING ST W "," RONCESVALLES AVE ",1959-01-01T00:00:00.0000000,43.63871,-79.44619,2012-01-17T00:00:00.0000000,11428,2278
560," THE QUEENSWAY ",""," COLBORNE LODGE DR ","",1958-06-24T00:00:00.0000000,43.63953,-79.45948,2011-11-17T00:00:00.0000000,14367,642
561," THE QUEENSWAY ",""," ELLIS AVE ","",1967-01-01T00:00:00.0000000,43.63777,-79.46645,2016-10-04T00:00:00.0000000,16297,455
562," THE QUEENSWAY ",""," WINDERMERE AVE ","",1967-01-01T00:00:00.0000000,43.63721,-79.46983,2016-10-04T00:00:00.0000000,18547,1446
563," THE QUEENSWAY ",""," STEPHEN DR ","",1957-01-01T00:00:00.0000000,43.63041,-79.48422,2016-10-05T00:00:00.0000000,19213,324
564," THE QUEENSWAY ",""," PARK LAWN RD ","",1958-01-31T00:00:00.0000000,43.62906,-79.49031,2016-10-05T00:00:00.0000000,25901,519
565," THE QUEENSWAY ",""," ROYAL YORK RD ","",1958-01-31T00:00:00.0000000,43.62635,-79.50258,2014-10-06T00:00:00.0000000,23495,1832
566," THE QUEENSWAY ",""," TAYMALL AVE "," WADSWORTH CRES ",1995-08-03T00:00:00.0000000,43.62534,-79.50722,2013-10-15T00:00:00.0000000,22298,448
567," THE QUEENSWAY ",""," ISLINGTON AVE ","",1960-11-08T00:00:00.0000000,43.62364,-79.51478,2011-12-08T00:00:00.0000000,41090,1139
568," THE QUEENSWAY ",""," KIPLING AVE ","",1958-01-31T00:00:00.0000000,43.62098,-79.52673,2014-12-02T00:00:00.0000000,33000,355
569," VICTORIA PARK AVE ",""," MCNICOLL AVE ","",1975-04-09T00:00:00.0000000,43.80409,-79.3363,2010-11-01T00:00:00.0000000,15009,596
570," THE QUEENSWAY ",""," ATOMIC AVE "," PRIVATE ACCESS ",1967-02-22T00:00:00.0000000,43.61777,-79.54085,2009-09-21T00:00:00.0000000,20873,428
571," STRACHAN AVE ",""," FLEET ST "," MANITOBA DR ",1963-04-02T00:00:00.0000000,43.63627,-79.40961,2018-01-24T00:00:00.0000000,11246,265
572," CHURCH ST ",""," ISABELLA ST ","",1967-12-07T00:00:00.0000000,43.66835,-79.38203,2016-11-10T00:00:00.0000000,9670,4585
573," PARKSIDE DR ",""," HIGH PARK BLVD ","",1954-10-26T00:00:00.0000000,43.64493,-79.45626,2011-11-09T00:00:00.0000000,14077,911
574," PARKSIDE DR ",""," HOWARD PARK AVE ","",1953-12-03T00:00:00.0000000,43.64866,-79.45778,2011-09-28T00:00:00.0000000,14984,583
575," KEELE ST ",""," GLENLAKE AVE ","",1967-11-10T00:00:00.0000000,43.65832,-79.4615,2012-06-28T00:00:00.0000000,14910,1487
576," KEELE ST ",""," ANNETTE ST ","",1952-10-16T00:00:00.0000000,43.66366,-79.46375,2015-04-21T00:00:00.0000000,17195,933
577," WESTON RD ",""," BLACK CREEK DR "," HUMBER BLVD ",1958-01-01T00:00:00.0000000,43.68338,-79.48029,2018-02-15T00:00:00.0000000,22850,687
578," WESTON RD ",""," LAMBTON AVE ","",1958-01-31T00:00:00.0000000,43.68426,-79.48401,2009-06-04T00:00:00.0000000,7904,410
579," WESTON RD ",""," RAY AVE ","",1959-04-08T00:00:00.0000000,43.68867,-79.49417,2009-06-03T00:00:00.0000000,8253,569
580," WESTON RD ",""," DENISON RD E "," DENISON RD W ",1958-01-31T00:00:00.0000000,43.69624,-79.50817,2013-04-22T00:00:00.0000000,6704,458
581," WESTON RD ",""," JOHN ST ","",1959-02-10T00:00:00.0000000,43.70063,-79.51777,2013-04-23T00:00:00.0000000,6855,1228
582," WESTON RD ",""," LITTLE AVE "," ELSMERE AVE ",1958-01-31T00:00:00.0000000,43.70105,-79.51944,2009-01-13T00:00:00.0000000,9568,1392
583," WESTON RD ",""," CHURCH ST ","",1958-01-31T00:00:00.0000000,43.70304,-79.52536,2013-04-22T00:00:00.0000000,9201,721
584," WESTON RD ",""," ST PHILLIPS RD ","",1963-01-01T00:00:00.0000000,43.70635,-79.53229,2017-06-27T00:00:00.0000000,20337,261
585," WESTON RD ",""," 401 C E WESTON RD RAMP ","",1966-08-16T00:00:00.0000000,43.71188,-79.53545,2010-11-24T00:00:00.0000000,28448,197
586," WESTON RD ",""," 401 C W WESTON RD RAMP ","",1963-12-19T00:00:00.0000000,43.71483,-79.53665,2010-12-16T00:00:00.0000000,31921,117
587," ALBION RD ",""," WESTON RD "," WALSH AVE ",1957-12-18T00:00:00.0000000,43.7169724,-79.53748,2016-05-28T00:00:00.0000000,16101,669
588," WESTON RD ",""," SHEPPARD AVE W ","",1961-07-21T00:00:00.0000000,43.73376,-79.53824,2014-03-19T00:00:00.0000000,19786,450
589," WESTON RD ",""," FINCH AVE W ","",1964-10-14T00:00:00.0000000,43.7521,-79.54242,2013-02-21T00:00:00.0000000,33275,3092
590," KEELE ST ",""," DONALD AVE ","",1963-12-31T00:00:00.0000000,43.68493,-79.47278,2016-04-13T00:00:00.0000000,9466,1348
591," KEELE ST ",""," BEECHBOROUGH AVE ","",1962-08-30T00:00:00.0000000,43.69436,-79.47479,2016-04-13T00:00:00.0000000,11967,274
592," KEELE ST ",""," GULLIVER RD "," INGRAM DR ",1962-02-13T00:00:00.0000000,43.69945,-79.47595,2016-04-18T00:00:00.0000000,16893,1689
593," KEELE ST ",""," FLAMBOROUGH DR "," DENSLEY AVE ",1961-01-30T00:00:00.0000000,43.70293,-79.47673,2016-04-13T00:00:00.0000000,14349,676
594," KEELE ST ",""," MAPLE LEAF DR ","",1961-08-22T00:00:00.0000000,43.7148,-79.47942,2016-04-07T00:00:00.0000000,20077,222
595," KEELE ST ",""," 401 C E KEELE ST RAMP ","",1965-10-20T00:00:00.0000000,43.72122,-79.4809,2016-03-08T00:00:00.0000000,33776,316
596," KEELE ST ",""," 401 C W KEELE ST RAMP "," KEELE ST S 401 C W RAMP ",1965-10-20T00:00:00.0000000,43.7243843,-79.4816,2016-03-08T00:00:00.0000000,32531,487
597," KEELE ST ",""," WILSON AVE ","",1958-01-31T00:00:00.0000000,43.7267036,-79.48204,2016-11-24T00:00:00.0000000,37314,3224
598," KEELE ST ",""," TILBURY DR "," PRIVATE ACCESS ",1968-02-15T00:00:00.0000000,43.73034,-79.4829,2016-03-08T00:00:00.0000000,20253,778
599," KEELE ST ",""," CALVINGTON DR ","",1962-10-29T00:00:00.0000000,43.7335854,-79.48367,2016-03-08T00:00:00.0000000,19865,526
600," KEELE ST ",""," SHEPPARD AVE W ","",1962-10-09T00:00:00.0000000,43.7447853,-79.48632,2018-01-16T00:00:00.0000000,28633,2043
601," FINCH AVE W ",""," KEELE ST ","",1964-01-01T00:00:00.0000000,43.76348,-79.4909744,2016-02-27T00:00:00.0000000,14038,1885
602," STEELES AVE W ",""," KEELE ST ","",1968-02-21T00:00:00.0000000,43.7815247,-79.49449,2015-05-13T00:00:00.0000000,39154,1414
603," AVENUE RD ",""," HEATH ST W ","",1968-09-29T00:00:00.0000000,43.688736,-79.40231,2016-04-13T00:00:00.0000000,21501,933
604," O CONNOR DR "," 40m SOUTH OF "," WAKUNDA PL ","",1968-02-05T00:00:00.0000000,43.71562,-79.30504,2013-03-07T00:00:00.0000000,10868,637
605," COLLEGE ST ",""," DUFFERIN ST ","",1948-11-19T00:00:00.0000000,43.6525536,-79.43253,2016-06-11T00:00:00.0000000,14803,5131
606," DUFFERIN ST "," 72m NORTH OF "," SYLVAN AVE "," PRIVATE ACCESS ",1963-06-06T00:00:00.0000000,43.6552124,-79.43357,2016-04-28T00:00:00.0000000,10922,378
607," DUFFERIN ST ",""," HALLAM ST ","",1956-06-27T00:00:00.0000000,43.66583,-79.43789,2016-04-26T00:00:00.0000000,12163,911
608," DUFFERIN ST ",""," DUPONT ST ","",1954-10-29T00:00:00.0000000,43.6684723,-79.43901,2016-06-11T00:00:00.0000000,21475,2644
609," DUFFERIN ST ",""," HOPE ST ","",1968-05-02T00:00:00.0000000,43.68237,-79.44485,2016-04-12T00:00:00.0000000,12149,551
610," DUFFERIN ST ",""," ROGERS RD ","",1958-01-31T00:00:00.0000000,43.6855545,-79.446106,2016-04-18T00:00:00.0000000,18229,2065
611," DUFFERIN ST ",""," HOLMESDALE RD "," MARTIN ST ",1966-10-20T00:00:00.0000000,43.68863,-79.44739,2016-04-12T00:00:00.0000000,12682,469
612," DUFFERIN ST ",""," CASTLEFIELD AVE ","",1965-08-04T00:00:00.0000000,43.7007523,-79.45177,2016-04-11T00:00:00.0000000,22169,1115
613," DUFFERIN ST ",""," GLENCAIRN AVE ","",1957-10-25T00:00:00.0000000,43.707,-79.45321,2016-04-11T00:00:00.0000000,19806,1073
614," DUFFERIN ST ",""," ORFUS RD ","",1959-03-20T00:00:00.0000000,43.7204475,-79.4561,2016-04-11T00:00:00.0000000,19721,1334
615," DUFFERIN ST ",""," BENTWORTH AVE "," RANEE AVE ",1963-02-19T00:00:00.0000000,43.7217522,-79.45641,2016-03-22T00:00:00.0000000,24404,787
616," DUFFERIN ST ",""," BRIDGELAND AVE "," YORKDALE RD ",1963-12-13T00:00:00.0000000,43.7269745,-79.45766,2016-04-04T00:00:00.0000000,27257,249
617," WILSON AVE ",""," DUFFERIN ST ","",1958-01-31T00:00:00.0000000,43.7320824,-79.4589,2016-04-04T00:00:00.0000000,19454,1122
618," DUFFERIN ST ",""," FINCH AVE W ","",1967-01-01T00:00:00.0000000,43.76887,-79.4668961,2016-12-03T00:00:00.0000000,35560,1056
619," STEELES AVE W ",""," DUFFERIN ST ","",1968-08-14T00:00:00.0000000,43.7872658,-79.47012,2016-12-10T00:00:00.0000000,37360,1877
620," DON MILLS RD ",""," OVERLEA BLVD "," GATEWAY BLVD ",1978-01-14T00:00:00.0000000,43.7099838,-79.33439,2015-05-20T00:00:00.0000000,32000,6014
621," DON MILLS RD ",""," ST DENNIS DR ","",1964-07-14T00:00:00.0000000,43.7165451,-79.33727,2010-10-21T00:00:00.0000000,25442,872
622," REXDALE BLVD ",""," QUEENS PLATE DR "," PRIVATE ACCESS ",1985-07-25T00:00:00.0000000,43.7191925,-79.60347,2016-04-21T00:00:00.0000000,18772,270
623," DON MILLS RD ",""," BARBER GREENE RD "," GREEN BELT DR ",1967-08-15T00:00:00.0000000,43.72764,-79.34081,2011-03-17T00:00:00.0000000,24273,933
624," DON MILLS RD ",""," THE DONWAY E "," THE DONWAY W ",1960-11-03T00:00:00.0000000,43.74085,-79.34442,2011-04-21T00:00:00.0000000,26186,199
625," DON MILLS RD ",""," THE DONWAY E "," THE DONWAY W ",1958-01-01T00:00:00.0000000,43.73225,-79.3421,2011-06-13T00:00:00.0000000,22907,452
626," DON MILLS RD ",""," YORK MILLS RD ","",1965-05-26T00:00:00.0000000,43.7557945,-79.3470459,2016-04-04T00:00:00.0000000,36703,2306
627," SHEPPARD AVE E ",""," DON MILLS RD ","",1964-04-01T00:00:00.0000000,43.7750854,-79.34703,2013-06-05T00:00:00.0000000,38172,1531
628," DON MILLS RD ",""," VAN HORNE AVE ","",1970-06-18T00:00:00.0000000,43.7873459,-79.3530045,2009-09-30T00:00:00.0000000,22979,1507
629," DON MILLS RD ",""," ESTERBROOKE AVE "," FAIRVIEW MALL DR ",1974-11-01T00:00:00.0000000,43.7791,-79.3487244,2018-01-16T00:00:00.0000000,21140,2285
630," WILSON AVE ",""," WILSON HEIGHTS BLVD "," TIPPET RD ",1958-01-31T00:00:00.0000000,43.73458,-79.4472,2016-04-09T00:00:00.0000000,21511,475
631," SHEPPARD AVE W ",""," WILSON HEIGHTS BLVD ","",1962-02-01T00:00:00.0000000,43.75166,-79.4567261,2014-02-26T00:00:00.0000000,32661,2093
632," WILSON HEIGHTS BLVD ",""," WATERLOO AVE ","",1968-07-02T00:00:00.0000000,43.7553368,-79.45992,2009-12-10T00:00:00.0000000,5324,102
633," KEELE ST ",""," GRANDRAVINE DR ","",1968-11-12T00:00:00.0000000,43.7520142,-79.48813,2014-02-18T00:00:00.0000000,11576,237
634," DON MILLS RD ",""," DUNCAN MILL RD "," GRAYDON HALL DR ",1980-11-29T00:00:00.0000000,43.7617531,-79.34722,2010-03-09T00:00:00.0000000,23590,1294
635," LAWRENCE AVE W ",""," PINE ST ","",1968-12-08T00:00:00.0000000,43.7019653,-79.50831,2013-06-10T00:00:00.0000000,12971,1511
636," THE QUEENSWAY ",""," ST LAWRENCE AVE "," PRIVATE ACCESS ",1968-09-27T00:00:00.0000000,43.622654,-79.5191,2011-03-28T00:00:00.0000000,15888,130
637," WESTON RD ",""," BRADSTOCK RD "," PRIVATE ACCESS ",1968-04-09T00:00:00.0000000,43.73898,-79.53946,2012-04-30T00:00:00.0000000,12974,1048
638," EGLINTON AVE E ",""," MASON RD ","",1968-12-31T00:00:00.0000000,43.7417946,-79.22516,2010-12-09T00:00:00.0000000,18274,1023
639," YONGE ST ",""," 401 C W YONGE ST S RAMP ","",1966-05-24T00:00:00.0000000,43.75484,-79.40884,2012-06-25T00:00:00.0000000,42568,10
640," DUNDAS ST W ",""," SORAUREN AVE ","",1969-04-05T00:00:00.0000000,43.6511955,-79.44528,2015-06-08T00:00:00.0000000,13636,608
641," ST CLAIR AVE E ",""," HERRON AVE "," PRIVATE ACCESS ",1969-02-20T00:00:00.0000000,43.710968,-79.28593,2016-12-14T00:00:00.0000000,16009,331
642," DONLANDS AVE ",""," MILLWOOD RD "," PAPE AVE ",1962-01-01T00:00:00.0000000,43.69721,-79.34914,2017-04-22T00:00:00.0000000,19015,141
643," BAYVIEW AVE ",""," POST RD ","",1956-01-10T00:00:00.0000000,43.73643,-79.3819046,2011-05-09T00:00:00.0000000,28651,517
644," BAYVIEW AVE ",""," YORK MILLS RD ","",1957-01-01T00:00:00.0000000,43.7480659,-79.38414,2016-04-09T00:00:00.0000000,26296,482
645," BAYVIEW AVE ",""," FIFE RD "," FIFESHIRE RD ",1960-03-21T00:00:00.0000000,43.754818,-79.38553,2011-03-23T00:00:00.0000000,19359,606
646," BAYVIEW AVE ",""," 401 C E BAYVIEW RAMP ","",1965-09-14T00:00:00.0000000,43.76192,-79.3868561,2011-06-13T00:00:00.0000000,34224,116
647," BAYVIEW AVE ",""," 401 C W BAYVIEW RAMP ","",1967-12-22T00:00:00.0000000,43.7644844,-79.38738,2011-05-17T00:00:00.0000000,38081,354
648," SHEPPARD AVE E ",""," BAYVIEW AVE ","",1968-09-30T00:00:00.0000000,43.7666245,-79.38805,2015-12-02T00:00:00.0000000,48835,2161
649," BAYVIEW AVE ",""," CITATION DR "," EMPRESS AVE ",1966-01-14T00:00:00.0000000,43.7743454,-79.38979,2017-06-19T00:00:00.0000000,21680,244
650," BAYVIEW AVE ",""," FINCH AVE E ","",1962-12-03T00:00:00.0000000,43.78499,-79.3922348,2017-06-01T00:00:00.0000000,37045,1087
651," BAYVIEW AVE ",""," CUMMER AVE ","",1967-03-20T00:00:00.0000000,43.79234,-79.39362,2017-12-06T00:00:00.0000000,25686,538
652," STEELES AVE E ",""," BAYVIEW AVE ","",1966-03-01T00:00:00.0000000,43.8032532,-79.39632,2018-01-30T00:00:00.0000000,37327,470
653," BAYVIEW AVE ",""," RUDDINGTON DR "," PRIVATE ACCESS ",1969-02-09T00:00:00.0000000,43.78804,-79.39274,2009-03-30T00:00:00.0000000,19775,771
654," DAWES RD ",""," SECORD AVE ","",1959-08-07T00:00:00.0000000,43.6935921,-79.29727,2009-10-26T00:00:00.0000000,8060,371
655," DAWES RD ",""," GOWER ST ","",1957-01-01T00:00:00.0000000,43.7022934,-79.29694,2012-05-17T00:00:00.0000000,7243,1177
656," LUMSDEN AVE ",""," MAIN ST ","",1972-01-01T00:00:00.0000000,43.6948662,-79.30475,2011-01-06T00:00:00.0000000,8472,1003
657," COXWELL AVE ",""," SAMMON AVE ","",1960-03-21T00:00:00.0000000,43.68882,-79.3258362,2016-05-05T00:00:00.0000000,9053,2703
658," GREENWOOD AVE ",""," SAMMON AVE ","",1958-01-31T00:00:00.0000000,43.68689,-79.3346939,2010-01-26T00:00:00.0000000,8093,748
659," DONLANDS AVE ",""," SAMMON AVE ","",1960-01-01T00:00:00.0000000,43.6858368,-79.3395157,2011-04-04T00:00:00.0000000,7811,894
660," WOODBINE AVE ",""," LUMSDEN AVE "," MORTIMER AVE ",1958-01-31T00:00:00.0000000,43.6927719,-79.31586,2015-10-24T00:00:00.0000000,14660,714
661," COXWELL AVE ",""," MORTIMER AVE ","",1958-01-31T00:00:00.0000000,43.6905975,-79.32655,2016-05-07T00:00:00.0000000,12385,947
662," GREENWOOD AVE ",""," MORTIMER AVE ","",1959-08-07T00:00:00.0000000,43.6886444,-79.33544,2010-01-25T00:00:00.0000000,10268,792
663," DONLANDS AVE ",""," MORTIMER AVE ","",1959-08-07T00:00:00.0000000,43.687603,-79.3402252,2013-02-14T00:00:00.0000000,12339,712
664," MORTIMER AVE ",""," PAPE AVE ","",1958-01-31T00:00:00.0000000,43.6857224,-79.34764,2017-04-22T00:00:00.0000000,16061,1819
665," WOODBINE AVE ",""," COSBURN AVE ","",1958-01-31T00:00:00.0000000,43.696434,-79.31742,2013-02-21T00:00:00.0000000,13743,878
666," COXWELL AVE ",""," COSBURN AVE ","",1958-01-31T00:00:00.0000000,43.6941376,-79.328,2016-05-09T00:00:00.0000000,13156,1838
667," COSBURN AVE ",""," GREENWOOD AVE ","",1959-08-07T00:00:00.0000000,43.6920357,-79.33772,2009-08-20T00:00:00.0000000,8030,229
668," DONLANDS AVE ",""," COSBURN AVE ","",1959-08-07T00:00:00.0000000,43.6911354,-79.34167,2011-03-15T00:00:00.0000000,13087,462
669," PAPE AVE ",""," COSBURN AVE ","",1958-01-31T00:00:00.0000000,43.6893921,-79.34881,2017-04-22T00:00:00.0000000,13186,7481
670," BATHURST ST ",""," INVERMAY AVE ","",1965-12-29T00:00:00.0000000,43.741497,-79.43502,2015-04-07T00:00:00.0000000,15664,748
671," BATHURST ST ",""," YORK DOWNS DR ","",1958-11-18T00:00:00.0000000,43.747242,-79.4364548,2015-03-23T00:00:00.0000000,18000,462
672," BATHURST ST ",""," SHEPPARD AVE W ","",1958-01-31T00:00:00.0000000,43.75545,-79.43845,2014-03-19T00:00:00.0000000,28885,2442
673," BATHURST ST "," 335m SOUTH OF "," ELLERSLIE AVE "," PRIVATE ACCESS ",1961-07-27T00:00:00.0000000,43.7624435,-79.44017,2015-04-01T00:00:00.0000000,12940,935
674," BATHURST ST ",""," HORSHAM AVE "," BLUE FLAG GT ",1965-06-01T00:00:00.0000000,43.7686043,-79.44166,2015-03-23T00:00:00.0000000,17483,170
675," BATHURST ST ",""," FINCH AVE W ","",1962-03-20T00:00:00.0000000,43.7738571,-79.44298,2016-11-29T00:00:00.0000000,35888,6373
676," BATHURST ST ",""," DREWRY AVE "," ANTIBES DR ",1966-10-08T00:00:00.0000000,43.7810669,-79.44481,2015-03-23T00:00:00.0000000,25127,1614
677," BATHURST ST ",""," ROCKFORD RD "," DEWLANE DR ",1966-12-29T00:00:00.0000000,43.78594,-79.44601,2015-03-23T00:00:00.0000000,21721,1193
678," STEELES AVE W ",""," BATHURST ST ","",1966-02-02T00:00:00.0000000,43.79245,-79.44572,2015-03-23T00:00:00.0000000,36119,3202
679," OVERLEA BLVD ",""," THORNCLIFFE PARK DR ","",1963-01-01T00:00:00.0000000,43.7074776,-79.343605,2017-11-29T00:00:00.0000000,17874,2479
680," OVERLEA BLVD ",""," THORNCLIFFE PARK DR ","",1963-01-01T00:00:00.0000000,43.70501,-79.34982,2012-12-12T00:00:00.0000000,14180,2178
681," LAIRD DR ",""," MCRAE DR "," WICKSTEED AVE ",1957-01-01T00:00:00.0000000,43.7103767,-79.3634949,2017-04-22T00:00:00.0000000,15150,1029
682," LAIRD DR ",""," MILLWOOD RD ","",1961-01-01T00:00:00.0000000,43.70323,-79.36059,2017-04-22T00:00:00.0000000,22733,174
683," MILLWOOD RD ",""," MCRAE DR ","",1963-01-01T00:00:00.0000000,43.7048035,-79.36811,2012-07-05T00:00:00.0000000,7982,976
684," MILLWOOD RD ",""," SUTHERLAND DR ","",1963-01-01T00:00:00.0000000,43.7035751,-79.36437,2012-10-23T00:00:00.0000000,5206,581
685," SOUTHVALE DR ",""," MILLWOOD RD "," PRIVATE ACCESS ",1960-01-01T00:00:00.0000000,43.70247,-79.36157,2017-01-07T00:00:00.0000000,8873,118
686," MILLWOOD RD ",""," VILLAGE STATION RD "," REDWAY RD ",1961-05-30T00:00:00.0000000,43.7019,-79.35809,2017-01-12T00:00:00.0000000,15467,164
